 cookie=0x0, duration=18.119s, table=0, n_packets=18, n_bytes=1764, idle_timeout=10, hard_timeout=30, idle_age=0, priority=65535,icmp,in_port=1,vlan_tci=0x0000,dl_src=7e:f0:a6:97:5a:a4,dl_dst=86:09:1a:c8:ad:d5,nw_src=10.0.0.1,nw_dst=10.0.0.21,nw_tos=0,icmp_type=8,icmp_code=0 actions=output:5
 cookie=0x0, duration=18.108s, table=0, n_packets=18, n_bytes=1764, idle_timeout=10, hard_timeout=30, idle_age=0, priority=65535,icmp,in_port=5,vlan_tci=0x0000,dl_src=86:09:1a:c8:ad:d5,dl_dst=7e:f0:a6:97:5a:a4,nw_src=10.0.0.21,nw_dst=10.0.0.1,nw_tos=0,icmp_type=0,icmp_code=0 actions=output:1
